{-2.224357164541860277e-01,3.242419652941969793e-02,8.693240055974993385e-04,-1.349608403792001976e-04},
{-1.892771567595480930e-01,3.375796201947682540e-02,4.631719081310756159e-04,-1.372006548007939641e-04},
{-1.551932234867409166e-01,3.427270387133687229e-02,5.034257337175468416e-05,-1.331711801185533894e-04},
{-1.210033482221507806e-01,3.397387547772486721e-02,-3.502756974373896770e-04,-1.232869216500689924e-04},
{-8.750303536351336509e-02,3.290346331789974210e-02,-7.210485133691199588e-04,-1.083404338460755567e-04},
{-5.542896099282883932e-02,3.113634498962339001e-02,-1.046734827127051431e-03,-8.943678341258656794e-05},
{-2.542878761374508384e-02,2.877456498513153091e-02,-1.315428471447166459e-03,-6.790467658628410175e-05},
{1.962444223353003447e-03,2.593999401247835956e-02,-1.519231470432747672e-03,-4.519152240873083870e-05},
{2.633801524298987756e-02,2.276595650438665783e-02,-1.654610745728011395e-03,-2.275098252611448824e-05},
{4.742661001912242685e-02,1.938848206535223606e-02,-1.722415637145858353e-03,-1.932131225092920124e-06},
{6.509074431610371858e-02,1.593785439738532733e-02,-1.727561179865132190e-03,1.612083019083415669e-05},
{7.931715836381474094e-02,1.253109452822755848e-02,-1.678409054621122359e-03,3.055027760222664424e-05},
{9.020039411502342452e-02,9.265927251791986757e-03,-1.585902329321798275e-03,4.084183726763609273e-05},
{9.792126087476121787e-02,6.216648104951267260e-03,-1.462529548745157993e-03,4.685168434560198561e-05},
{1.027222311153128953e-01,3.432144060497695649e-03,-1.321206810673991594e-03,4.880258136730219760e-05},
{1.048819709465039218e-01,9.361381832516627467e-04,-1.174172130737661818e-03,4.724937656240936826e-05},
{1.046911863755803085e-01,-1.270457948536495669e-03,-1.031984202741679894e-03,4.301721680261948871e-05},
{1.024317614411047739e-01,-3.205374703611918712e-03,-9.027078207247268837e-04,3.711798318341286151e-05},
{9.836079689995150255e-02,-4.899436395511200248e-03,-7.913515946192453687e-04,3.065224156529461341e-05},
{9.270066115138639318e-02,-6.390182860053767247e-03,-6.996015794139406538e-04,2.470516804815772044e-05},
{8.563558187996679616e-02,-7.715270514737194475e-03,-6.258689093824980343e-04,2.024536451662381498e-05},
{7.731468782036375609e-02,-8.906272239952344252e-03,-5.656426342039427152e-04,1.803518616794001772e-05},
{6.786080813237541087e-02,-9.983451949856303811e-03,-5.121129503482171191e-04,1.856018816895864398e-05},
{5.738380342033983644e-02,-1.095199728604588120e-02,-4.570070850349623043e-04,2.198364950006977125e-05},
{4.599678269875906444e-02,-1.180006050761569364e-02,-3.915621339362022196e-04,2.812998887710173312e-05},
{3.383329004608428420e-02,-1.249879480885664543e-02,-3.075476665937784682e-04,3.649843150851234119e-05},
{2.106344600214236223e-02,-1.300439484751880759e-02,-1.982468375710585290e-04,4.630572331101000250e-05},
{7.907110040363513059e-03,-1.326197135272775933e-02,-5.930839453843241016e-05,5.655423614241844588e-05},
{-5.357615470760260235e-03,-1.321092543337736881e-02,1.106069741978153720e-04,6.611966885227901769e-05},
{-1.839181426108753292e-02,-1.279135247842501551e-02,3.094450107168442848e-04,7.385090268105347355e-05},
{-3.079987082611465241e-02,-1.195090974894806243e-02,5.316775744642291551e-04,7.867355188174128544e-05},
{-4.214042944871675134e-02,-1.065153394437439761e-02,7.685347183494211504e-04,7.968844432385165100e-05},
{-5.194374023041786748e-02,-8.875399174704057606e-03,1.008533786107746431e-03,7.625669515360592593e-05},
{-5.973434892386057099e-02,-6.629561517027678444e-03,1.238265020855409959e-03,6.806416045369162449e-05},
{-6.505758125957915305e-02,-3.948838993955781917e-03,1.443371428896889942e-03,5.515978035130965785e-05},
{-6.750788904428672854e-02,-8.966167951080604827e-04,1.609644098096392906e-03,3.796449539310948681e-05},
{-6.675689724590529173e-02,2.436564887264012699e-03,1.724144188021742644e-03,1.724986240137470206e-05},
{-6.257893830821817382e-02,5.936602850511649848e-03,1.776260196303234076e-03,-5.911998879845961619e-06},
{-5.487198726028313933e-02,9.471387246478491645e-03,1.758614049322947126e-03,-3.022313869067289049e-05},
{-4.367220910317237692e-02,1.289794592905236376e-02,1.667741620823542242e-03,-5.425318424124789263e-05},
{-2.916077473753771188e-02,1.607066961797587110e-02,1.504491414165042701e-03,-7.654390794155710442e-05},
{-1.166215761333835865e-02,1.885002072248110477e-02,1.274107817550804850e-03,-9.571656712909978881e-05},
{8.366254359564451182e-03,2.111108665619560593e-02,9.859906536811083311e-04,-1.105734474790426303e-04},
{3.035275822196212281e-02,2.275134762112049000e-02,6.531485874860729068e-04,-1.201855721973885127e-04},
{5.363706885837131455e-02,2.369708807950050150e-02,2.913881921947601705e-04,-1.239597266549895271e-04},
{7.750158540341156588e-02,2.390798528392523367e-02,-8.169887804469408432e-05,-1.216796883061650736e-04},
{1.012061921209859300e-01,2.337954846291711436e-02,-4.478727672618046385e-04,-1.135186938898344322e-04},
{1.240243491227514400e-01,2.214324684672406424e-02,-7.894195785851515490e-04,-1.000225371920321349e-04},
{1.452781538536982719e-01,2.026434007797775841e-02,-1.090274243244926389e-03,-8.206507154095987744e-05},
{1.643701546168901129e-01,1.783759637686477620e-02,-1.337008901430699823e-03,-6.078009257752016448e-05},
{1.808099619997467211e-01,1.498123829627092361e-02,-1.519615614053155747e-03,-3.747541705630304254e-05},
{1.942341092649081946e-01,1.182958081699584697e-02,-1.632029786058938545e-03,-1.353630328652412340e-05},
{2.044181239925584870e-01,8.524912335018118223e-03,-1.672362248853757200e-03,9.673925920165166170e-06},
{2.112803480046430982e-01,5.209209615071314428e-03,-1.642831666611990413e-03,3.090814705024834408e-05},
{2.148776341001526202e-01,2.016270722997954602e-03,-1.549412791082502034e-03,4.911728499695485264e-05},
{2.153936093170650823e-01,-9.352030041761025085e-04,-1.401238103672497199e-03,6.351365226915347065e-05},
{2.131206818614856668e-01,-3.547138254713577948e-03,-1.209808752210750869e-03,7.361137398690428130e-05},
{2.084373462285482315e-01,-5.745921637174481768e-03,-9.880839520756074315e-04,7.924151780951908114e-05},
{2.017825821571077038e-01,-7.484364987896932955e-03,-7.495251759691325122e-04,8.054172555019625812e-05},
{1.936292337187917323e-01,-8.741790163184794821e-03,-5.071720405012240807e-04,7.792228587428715048e-05},
{1.844581938009801081e-01,-9.522367386564190711e-03,-2.728209186587306906e-04,7.201251189794220797e-05},
{1.747350180076550352e-01,-9.851971688188002410e-03,-5.636562561916157177e-05,6.359283189532292935e-05},
{1.648902735257432028e-01,-9.773924443740320336e-03,1.346568104703179530e-04,5.351903932598357783e-05},
{1.553045249317992205e-01,-9.344053704821837780e-03,2.952917419509152458e-04,4.264559949296829744e-05},
{1.462984085684212454e-01,-8.625533422440994843e-03,4.231611228712392481e-04,3.175474622838653227e-05},
{1.381277910150798816e-01,-7.683946938013351546e-03,5.182439335054654650e-04,2.149734925533178242e-05},
{1.309835853598272926e-01,-6.582967023236515475e-03,5.824784172031270690e-04,1.235026884091952604e-05},
{1.249954470226347925e-01,-5.380959382307561739e-03,6.192359519370761387e-04,4.593260534900729664e-06},
{1.202383168527992596e-01,-4.128707696828674313e-03,6.327255974771656133e-04,-1.693396356319820661e-06},
{1.167406413570913903e-01,-2.868336690943319028e-03,6.273918746211989625e-04,-6.611324128171468251e-06},
{1.144930852166411162e-01,-1.633386914085390405e-03,6.073659601280958532e-04,-1.040914006060012290e-05},
{1.134566551226232345e-01,-4.498824140109860571e-04,5.760225676268918146e-04,-1.343438965219852146e-05},
{1.135693608865869231e-01,6.618595522861556038e-04,5.356821745055142039e-04,-1.607763272272206417e-05},
{1.147508249806558356e-01,1.684991003128985185e-03,4.874822057083852411e-04,-1.871462144387853188e-05},
{1.169045835680493500e-01,2.603811550214109663e-03,4.314228530167851274e-04,-2.165256906744511892e-05},
{1.199181654022127980e-01,3.401699549045342826e-03,3.665751022255935021e-04,-2.508600191211338148e-05},
{1.236613540515716370e-01,4.059591747760219610e-03,2.914219683727986565e-04,-2.906666687342573940e-05},
{1.279833011008312260e-01,4.555235683885536235e-03,2.042904515879226390e-04,-3.349053057077194806e-05},
{1.327093367057339268e-01,4.863344995349167151e-03,1.038225771664369815e-04,-3.810318993406006799e-05},
{1.376384010883154041e-01,4.956680579879620650e-03,-1.057008279911186149e-05,-4.252317831108121809e-05},
{1.425419884070847909e-01,4.807970879348056996e-03,-1.383224336546345218e-04,-4.628086733721344104e-05},
{1.471653559854410598e-01,4.392483410027290744e-03,-2.774494971466965644e-04,-4.886909921597700976e-05},
{1.512315207991056509e-01,3.690977118085912809e-03,-4.244330522220592442e-04,-4.980048305730771369e-05},
{1.544482643819122258e-01,2.692709564469927992e-03,-5.742813614280836958e-04,-4.866556572961336542e-05},
{1.565180270192244594e-01,1.398150144424948260e-03,-7.207645846378858863e-04,-4.518591195600650122e-05},
{1.571502266670555259e-01,-1.789367607188291115e-04,-8.568104738532226691e-04,-3.925651996111462899e-05},
{1.560752229125223212e-01,-2.010327268308684419e-03,-9.750281210877537186e-04,-3.097292581598354300e-05},
{1.530588945973099246e-01,-4.053302287932089576e-03,-1.068313510901806526e-03,-2.063973057686747936e-05},
{1.479166390678991472e-01,-6.251848501466318944e-03,-1.130480779788988269e-03,-8.758996098158153276e-06},
{1.405255507905456558e-01,-8.539087049338978108e-03,-1.156858403803653901e-03,4.001156373292791280e-06},
{1.308336064937763166e-01,-1.084080038782621151e-02,-1.144790554850696335e-03,1.685551802396365040e-05},
{1.188648710691233845e-01,-1.307981494345570109e-02,-1.093990597216733945e-03,2.896438475285742498e-05},
{1.047200299132038381e-01,-1.518090298363053772e-02,-1.006705626389447356e-03,3.950442697890285682e-05},
{8.857192573016275938e-02,-1.707580095547272039e-02,-8.876670844728679066e-04,4.774156373184290647e-05},
{7.065619925394901746e-02,-1.870791043322291014e-02,-7.438214235466408808e-04,5.309919270438806516e-05},
{5.125756658988385450e-02,-2.003625570220338853e-02,-5.838548541131742542e-04,5.521535161518917323e-05},
{3.069267138518248783e-02,-2.103831935558378441e-02,-4.175456032520438732e-04,5.398319923452521429e-05},
{9.290789625581184763e-03,-2.171146096438429651e-02,-2.549940380051525513e-04,4.957054423006604371e-05},
{-1.262609483257819479e-02,-2.207273740770439655e-02,-1.057938946793166024e-04,4.241590638023179372e-05},
{-3.476221022858166920e-02,-2.215707747792231702e-02,2.178456220698274381e-05,3.320061843467905782e-05},
{-5.686430252586232442e-02,-2.201390649820472029e-02,1.215271524403795100e-04,2.279859318884622232e-05},
{-7.873388327843780510e-02,-2.170245641375700973e-02,1.898567761119719643e-04,1.220740318449639594e-05},
{-1.002342755128983742e-01,-2.128612065197963213e-02,2.262064191026133542e-04,2.466069527369552095e-06},
